Year,Sex,Type,Cancer_Type,Age_0_to_4,Age_5_to_9,Age_10_to_14,Age_15_to_19,Age_20_to_24,Age_25_to_29,Age_30_to_34,Age_35_to_39,Age_40_to_44,Age_45_to_49,Age_50_to_54,Age_55_to_59,Age_60_to_64,Age_65_to_69,Age_70_to_74,Age_75_to_79,Age_80_to_84,Age_85+,Age_Unknown,Sum
1970,Persons,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,
1971,Persons,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,
1972,Persons,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,
1973,Persons,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,
1974,Persons,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,
1975,Persons,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,
1976,Persons,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,
1977,Persons,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,
1978,Persons,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,
1979,Persons,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,
1980,Persons,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,
1981,Persons,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,
1982,Persons,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,
1983,Persons,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,
1984,Persons,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,
1985,Persons,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,
1986,Persons,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,
1987,Persons,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,
1988,Persons,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,
1989,Persons,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,
1990,Persons,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,
1991,Persons,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,
1992,Persons,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,
1993,Persons,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,
1994,Persons,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,
1995,Persons,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,
1996,Persons,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,
1997,Persons,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,
1998,Persons,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,
1999,Persons,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,
2000,Persons,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,
2001,Persons,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,
2002,Persons,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,
2003,Persons,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,
2004,Persons,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,
2005,Persons,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,
2006,Persons,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,
2007,Persons,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,
2008,Persons,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,
2009,Persons,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,
2010,Persons,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,
2011,Persons,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,
1968,Male,Incidence,Oesophageal cancer,,,,,,,,,,,,,,,,,,,,
1969,Male,Incidence,Oesophageal cancer,,,,,,,,,,,,,,,,,,,,
1970,Male,Incidence,Oesophageal cancer,,,,,,,,,,,,,,,,,,,,
1971,Male,Incidence,Oesophageal cancer,,,,,,,,,,,,,,,,,,,,
1972,Male,Incidence,Oesophageal cancer,,,,,,,,,,,,,,,,,,,,
1973,Male,Incidence,Oesophageal cancer,,,,,,,,,,,,,,,,,,,,
1974,Male,Incidence,Oesophageal cancer,,,,,,,,,,,,,,,,,,,,
1975,Male,Incidence,Oesophageal cancer,,,,,,,,,,,,,,,,,,,,
1976,Male,Incidence,Oesophageal cancer,,,,,,,,,,,,,,,,,,,,
1977,Male,Incidence,Oesophageal cancer,,,,,,,,,,,,,,,,,,,,
1978,Male,Incidence,Oesophageal cancer,,,,,,,,,,,,,,,,,,,,
1979,Male,Incidence,Oesophageal cancer,,,,,,,,,,,,,,,,,,,,
1980,Male,Incidence,Oesophageal cancer,,,,,,,,,,,,,,,,,,,,
1981,Male,Incidence,Oesophageal cancer,,,,,,,,,,,,,,,,,,,,
1982,Male,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,8.0,25.0,46.0,53.0,57.0,57.0,43.0,16.0,8.0,0.0,
1983,Male,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,15.0,37.0,46.0,57.0,69.0,46.0,49.0,28.0,18.0,0.0,
1984,Male,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,5.0,18.0,27.0,41.0,74.0,70.0,67.0,54.0,36.0,12.0,0.0,
1985,Male,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,6.0,11.0,22.0,45.0,76.0,69.0,64.0,43.0,30.0,14.0,0.0,
1986,Male,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,14.0,26.0,39.0,79.0,65.0,77.0,51.0,22.0,17.0,0.0,
1987,Male,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,6.0,14.0,26.0,53.0,84.0,93.0,73.0,58.0,31.0,14.0,0.0,
1988,Male,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,23.0,23.0,60.0,74.0,98.0,79.0,63.0,52.0,15.0,0.0,
1989,Male,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,8.0,15.0,37.0,50.0,79.0,93.0,81.0,61.0,30.0,13.0,0.0,
1990,Male,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,16.0,33.0,50.0,94.0,106.0,77.0,63.0,34.0,20.0,0.0,
1991,Male,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,12.0,19.0,27.0,55.0,85.0,96.0,87.0,86.0,51.0,16.0,0.0,
1992,Male,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,13.0,24.0,33.0,50.0,77.0,100.0,94.0,68.0,39.0,37.0,0.0,
1993,Male,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,9.0,22.0,31.0,43.0,94.0,115.0,90.0,71.0,54.0,28.0,0.0,
1994,Male,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,1.0,5.0,3.0,14.0,15.0,39.0,65.0,79.0,114.0,117.0,90.0,45.0,28.0,0.0,
1995,Male,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,9.0,20.0,43.0,45.0,88.0,101.0,106.0,96.0,40.0,37.0,0.0,
1996,Male,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,14.0,16.0,44.0,48.0,80.0,123.0,108.0,92.0,65.0,39.0,0.0,
1997,Male,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,2.0,1.0,7.0,12.0,23.0,35.0,58.0,77.0,91.0,118.0,102.0,63.0,39.0,0.0,
1998,Male,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,20.0,38.0,48.0,75.0,110.0,107.0,100.0,77.0,39.0,0.0,
1999,Male,Incidence,Oesophageal cancer,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,9.0,25.0,54.0,59.0,84.0,98.0,144.0,123.0,62.0,54.0,0.0,
2000,Male,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,19.0,26.0,69.0,69.0,86.0,99.0,121.0,111.0,64.0,46.0,0.0,
2001,Male,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,3.0,2.0,6.0,13.0,36.0,51.0,62.0,97.0,93.0,119.0,104.0,76.0,47.0,0.0,
2002,Male,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,10.0,29.0,47.0,71.0,99.0,108.0,117.0,112.0,76.0,51.0,0.0,
2003,Male,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,13.0,24.0,54.0,87.0,83.0,111.0,120.0,131.0,80.0,56.0,0.0,
2004,Male,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,16.0,33.0,63.0,97.0,103.0,96.0,122.0,136.0,82.0,62.0,0.0,
2005,Male,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,8.0,30.0,46.0,77.0,118.0,114.0,109.0,129.0,106.0,70.0,0.0,
2006,Male,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,17.0,34.0,57.0,103.0,111.0,115.0,114.0,124.0,116.0,67.0,0.0,
2007,Male,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,1.0,0.0,3.0,6.0,19.0,29.0,64.0,96.0,100.0,122.0,124.0,135.0,104.0,69.0,0.0,
2008,Male,Incidence,Oesophageal cancer,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,20.0,36.0,64.0,93.0,134.0,132.0,130.0,112.0,123.0,74.0,0.0,
2009,Male,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,1.0,1.0,1.0,7.0,23.0,30.0,54.0,88.0,133.0,147.0,138.0,110.0,99.0,70.0,0.0,
2010,Male,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,12.0,40.0,63.0,103.0,156.0,142.0,151.0,127.0,120.0,85.0,0.0,
2011,Male,Incidence,Oesophageal cancer,,,,,,,,,,,,,,,,,,,,
1968,Female,Incidence,Oesophageal cancer,,,,,,,,,,,,,,,,,,,,
1969,Female,Incidence,Oesophageal cancer,,,,,,,,,,,,,,,,,,,,
1970,Female,Incidence,Oesophageal cancer,,,,,,,,,,,,,,,,,,,,
1971,Female,Incidence,Oesophageal cancer,,,,,,,,,,,,,,,,,,,,
1972,Female,Incidence,Oesophageal cancer,,,,,,,,,,,,,,,,,,,,
1973,Female,Incidence,Oesophageal cancer,,,,,,,,,,,,,,,,,,,,
1974,Female,Incidence,Oesophageal cancer,,,,,,,,,,,,,,,,,,,,
1975,Female,Incidence,Oesophageal cancer,,,,,,,,,,,,,,,,,,,,
1976,Female,Incidence,Oesophageal cancer,,,,,,,,,,,,,,,,,,,,
1977,Female,Incidence,Oesophageal cancer,,,,,,,,,,,,,,,,,,,,
1978,Female,Incidence,Oesophageal cancer,,,,,,,,,,,,,,,,,,,,
1979,Female,Incidence,Oesophageal cancer,,,,,,,,,,,,,,,,,,,,
1980,Female,Incidence,Oesophageal cancer,,,,,,,,,,,,,,,,,,,,
1981,Female,Incidence,Oesophageal cancer,,,,,,,,,,,,,,,,,,,,
1982,Female,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,9.0,21.0,27.0,40.0,41.0,25.0,27.0,24.0,0.0,
1983,Female,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,16.0,26.0,31.0,40.0,38.0,46.0,27.0,0.0,
1984,Female,Incidence,Oesophageal cancer,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,7.0,20.0,31.0,44.0,60.0,28.0,34.0,32.0,0.0,
1985,Female,Incidence,Oesophageal cancer,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,6.0,24.0,30.0,36.0,51.0,45.0,35.0,43.0,0.0,
1986,Female,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,9.0,21.0,32.0,28.0,38.0,38.0,34.0,33.0,0.0,
1987,Female,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,10.0,13.0,17.0,32.0,43.0,50.0,50.0,40.0,40.0,0.0,
1988,Female,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,8.0,18.0,32.0,59.0,62.0,49.0,43.0,63.0,0.0,
1989,Female,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,5.0,15.0,30.0,44.0,33.0,43.0,48.0,34.0,0.0,
1990,Female,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,6.0,13.0,40.0,41.0,58.0,48.0,51.0,36.0,0.0,
1991,Female,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,10.0,15.0,41.0,57.0,51.0,42.0,49.0,38.0,0.0,
1992,Female,Incidence,Oesophageal cancer,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,9.0,14.0,32.0,46.0,58.0,51.0,55.0,45.0,0.0,
1993,Female,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,10.0,25.0,26.0,46.0,64.0,61.0,61.0,51.0,0.0,
1994,Female,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,8.0,10.0,17.0,32.0,39.0,57.0,58.0,69.0,45.0,0.0,
1995,Female,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,5.0,17.0,16.0,28.0,50.0,68.0,56.0,62.0,51.0,0.0,
1996,Female,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,8.0,15.0,15.0,21.0,54.0,57.0,56.0,62.0,60.0,0.0,
1997,Female,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,5.0,5.0,15.0,25.0,45.0,70.0,65.0,39.0,74.0,0.0,
1998,Female,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,13.0,22.0,32.0,45.0,60.0,71.0,63.0,64.0,0.0,
1999,Female,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,14.0,30.0,31.0,48.0,47.0,62.0,59.0,68.0,0.0,
2000,Female,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,9.0,12.0,22.0,25.0,37.0,51.0,79.0,50.0,74.0,0.0,
2001,Female,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,3.0,16.0,20.0,31.0,47.0,61.0,47.0,54.0,88.0,0.0,
2002,Female,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,5.0,18.0,26.0,26.0,32.0,48.0,68.0,64.0,72.0,0.0,
2003,Female,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,6.0,14.0,19.0,26.0,46.0,48.0,71.0,87.0,77.0,0.0,
2004,Female,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7.0,8.0,17.0,23.0,36.0,30.0,45.0,81.0,78.0,75.0,0.0,
2005,Female,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6.0,12.0,24.0,26.0,42.0,40.0,57.0,76.0,75.0,0.0,
2006,Female,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,7.0,14.0,14.0,21.0,33.0,50.0,72.0,65.0,82.0,0.0,
2007,Female,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,16.0,20.0,36.0,33.0,50.0,62.0,87.0,92.0,0.0,
2008,Female,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,12.0,21.0,29.0,45.0,55.0,42.0,77.0,87.0,0.0,
2009,Female,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,19.0,20.0,36.0,41.0,55.0,56.0,61.0,85.0,0.0,
2010,Female,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,11.0,20.0,23.0,40.0,51.0,53.0,57.0,67.0,88.0,0.0,
2011,Female,Incidence,Oesophageal cancer,,,,,,,,,,,,,,,,,,,,
1968,Persons,Incidence,Oesophageal cancer,,,,,,,,,,,,,,,,,,,,
1969,Persons,Incidence,Oesophageal cancer,,,,,,,,,,,,,,,,,,,,
1970,Persons,Incidence,Oesophageal cancer,,,,,,,,,,,,,,,,,,,,
1971,Persons,Incidence,Oesophageal cancer,,,,,,,,,,,,,,,,,,,,
1972,Persons,Incidence,Oesophageal cancer,,,,,,,,,,,,,,,,,,,,
1973,Persons,Incidence,Oesophageal cancer,,,,,,,,,,,,,,,,,,,,
1974,Persons,Incidence,Oesophageal cancer,,,,,,,,,,,,,,,,,,,,
1975,Persons,Incidence,Oesophageal cancer,,,,,,,,,,,,,,,,,,,,
1976,Persons,Incidence,Oesophageal cancer,,,,,,,,,,,,,,,,,,,,
1977,Persons,Incidence,Oesophageal cancer,,,,,,,,,,,,,,,,,,,,
1978,Persons,Incidence,Oesophageal cancer,,,,,,,,,,,,,,,,,,,,
1979,Persons,Incidence,Oesophageal cancer,,,,,,,,,,,,,,,,,,,,
1980,Persons,Incidence,Oesophageal cancer,,,,,,,,,,,,,,,,,,,,
1981,Persons,Incidence,Oesophageal cancer,,,,,,,,,,,,,,,,,,,,
1982,Persons,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,11.0,34.0,67.0,80.0,97.0,98.0,68.0,43.0,32.0,0.0,
1983,Persons,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,3.0,18.0,42.0,62.0,83.0,100.0,86.0,87.0,74.0,45.0,0.0,
1984,Persons,Incidence,Oesophageal cancer,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,7.0,18.0,34.0,61.0,105.0,114.0,127.0,82.0,70.0,44.0,0.0,
1985,Persons,Incidence,Oesophageal cancer,0.0,0.0,0.0,1.0,0.0,0.0,2.0,6.0,8.0,13.0,28.0,69.0,106.0,105.0,115.0,88.0,65.0,57.0,0.0,
1986,Persons,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,6.0,21.0,35.0,60.0,111.0,93.0,115.0,89.0,56.0,50.0,0.0,
1987,Persons,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,9.0,24.0,39.0,70.0,116.0,136.0,123.0,108.0,71.0,54.0,0.0,
1988,Persons,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,9.0,28.0,31.0,78.0,106.0,157.0,141.0,112.0,95.0,78.0,0.0,
1989,Persons,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,10.0,20.0,42.0,65.0,109.0,137.0,114.0,104.0,78.0,47.0,0.0,
1990,Persons,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,5.0,20.0,39.0,63.0,134.0,147.0,135.0,111.0,85.0,56.0,0.0,
1991,Persons,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,15.0,22.0,37.0,70.0,126.0,153.0,138.0,128.0,100.0,54.0,0.0,
1992,Persons,Incidence,Oesophageal cancer,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,16.0,28.0,42.0,64.0,109.0,146.0,152.0,119.0,94.0,82.0,0.0,
1993,Persons,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,12.0,25.0,41.0,68.0,120.0,161.0,154.0,132.0,115.0,79.0,0.0,
1994,Persons,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,19.0,23.0,49.0,82.0,111.0,153.0,174.0,148.0,114.0,73.0,0.0,
1995,Persons,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,13.0,25.0,60.0,61.0,116.0,151.0,174.0,152.0,102.0,88.0,0.0,
1996,Persons,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,17.0,24.0,59.0,63.0,101.0,177.0,165.0,148.0,127.0,99.0,0.0,
1997,Persons,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,2.0,2.0,9.0,15.0,28.0,40.0,73.0,102.0,136.0,188.0,167.0,102.0,113.0,0.0,
1998,Persons,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,15.0,21.0,51.0,70.0,107.0,155.0,167.0,171.0,140.0,103.0,0.0,
1999,Persons,Incidence,Oesophageal cancer,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,14.0,31.0,68.0,89.0,115.0,146.0,191.0,185.0,121.0,122.0,0.0,
2000,Persons,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,2.0,1.0,10.0,20.0,35.0,81.0,91.0,111.0,136.0,172.0,190.0,114.0,120.0,0.0,
2001,Persons,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,3.0,3.0,10.0,17.0,39.0,67.0,82.0,128.0,140.0,180.0,151.0,130.0,135.0,0.0,
2002,Persons,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,12.0,34.0,65.0,97.0,125.0,140.0,165.0,180.0,140.0,123.0,0.0,
2003,Persons,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,1.0,0.0,3.0,6.0,18.0,30.0,68.0,106.0,109.0,157.0,168.0,202.0,167.0,133.0,0.0,
2004,Persons,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,23.0,41.0,80.0,120.0,139.0,126.0,167.0,217.0,160.0,137.0,0.0,
2005,Persons,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,9.0,36.0,58.0,101.0,144.0,156.0,149.0,186.0,182.0,145.0,0.0,
2006,Persons,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,21.0,41.0,71.0,117.0,132.0,148.0,164.0,196.0,181.0,149.0,0.0,
2007,Persons,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,1.0,0.0,4.0,8.0,21.0,32.0,80.0,116.0,136.0,155.0,174.0,197.0,191.0,161.0,0.0,
2008,Persons,Incidence,Oesophageal cancer,0.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,21.0,44.0,76.0,114.0,163.0,177.0,185.0,154.0,200.0,161.0,0.0,
2009,Persons,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,1.0,1.0,1.0,8.0,26.0,33.0,73.0,108.0,169.0,188.0,194.0,166.0,160.0,154.0,0.0,
2010,Persons,Incidence,Oesophageal cancer,0.0,0.0,0.0,0.0,1.0,1.0,3.0,9.0,14.0,51.0,82.0,126.0,196.0,193.0,204.0,184.0,187.0,173.0,0.0,
2011,Persons,Incidence,Oesophageal cancer,,,,,,,,,,,,,,,,,,,,
1968,Male,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,10.0,14.0,20.0,26.0,37.0,45.0,25.0,35.0,11.0,0.0,
1969,Male,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,12.0,15.0,31.0,30.0,38.0,26.0,38.0,21.0,8.0,0.0,
1970,Male,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,13.0,13.0,35.0,41.0,40.0,33.0,38.0,22.0,13.0,0.0,
1971,Male,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,15.0,31.0,33.0,45.0,45.0,28.0,26.0,19.0,0.0,
1972,Male,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,18.0,36.0,45.0,50.0,48.0,34.0,15.0,11.0,0.0,
1973,Male,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,11.0,20.0,29.0,41.0,62.0,49.0,46.0,17.0,10.0,0.0,
1974,Male,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,16.0,26.0,29.0,47.0,50.0,34.0,33.0,25.0,14.0,0.0,
1975,Male,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,13.0,26.0,39.0,38.0,63.0,58.0,39.0,29.0,16.0,0.0,
1976,Male,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,15.0,36.0,46.0,48.0,51.0,34.0,32.0,24.0,13.0,0.0,
1977,Male,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,13.0,39.0,35.0,54.0,70.0,54.0,44.0,19.0,21.0,0.0,
1978,Male,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,28.0,45.0,56.0,64.0,56.0,31.0,22.0,20.0,0.0,
1979,Male,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,12.0,24.0,40.0,42.0,70.0,60.0,35.0,29.0,22.0,0.0,
1980,Male,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,14.0,29.0,37.0,47.0,66.0,51.0,40.0,37.0,9.0,0.0,
